,SHIP_NAME,WATER_BODY,CSN,STN_DATE,CODE,DEPTH_FROM,DETECTION,FLAG,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
153932,CCGS LIMNOS,LAKE SUPERIOR,22,2019-09-08 00:00:00,100,0.0,,,9.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.88278,-89.64028
196514,CCGS LIMNOS,LAKE SUPERIOR,27,2016-05-30 05:00:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.88306,-89.64056
54758,CCGS LIMNOS,LAKE SUPERIOR,19,2005-08-14 04:00:00,100,0.0,0.0,,11.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.88333,-89.64028
57786,CCGS LIMNOS,LAKE SUPERIOR,22,2008-05-09 18:57:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.88333,-89.64
109141,CCGS LIMNOS,LAKE SUPERIOR,13,2005-10-02 16:31:00,100,0.0,0.0,,14.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.88333,-89.63694
182265,CCGS LIMNOS,LAKE SUPERIOR,21,2005-06-03 14:23:00,100,0.0,0.0,,2.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.88361,-89.64
143280,CCGS LIMNOS,LAKE SUPERIOR,20,2008-09-20 17:13:00,100,0.0,0.0,,12.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.88361,-89.63944
211374,CCGS LIMNOS,LAKE SUPERIOR,48,2016-08-12 19:41:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.88361,-89.63944
91103,CCGS LIMNOS,LAKE SUPERIOR,34,2005-06-09 03:28:00,100,0.0,0.0,,3.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.88361,-89.63889
38458,CCGS LIMNOS,LAKE SUPERIOR,18,2016-08-06 11:27:00,100,0.0,,,16.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.89444,-87.79972
211375,CCGS LIMNOS,LAKE SUPERIOR,64,2016-08-14 20:06:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.89806,-86.74611
113082,CCGS LIMNOS,LAKE SUPERIOR,6,2019-05-23 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.90806,-85.73694
211252,CCGS LIMNOS,LAKE SUPERIOR,5,2008-09-17 14:29:00,100,0.0,0.0,,16.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.91667,-84.91306
223747,CCGS LIMNOS,LAKE SUPERIOR,45,2013-05-21 07:22:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.91722,-84.91278
19015,CCGS LIMNOS,LAKE SUPERIOR,5,2011-05-11 23:01:00,100,0.0,0.0,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.91778,-84.91333
281504,CCGS LIMNOS,LAKE SUPERIOR,5,2005-05-25 11:06:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.91778,-84.91222
66726,CCGS LIMNOS,LAKE SUPERIOR,5,2001-08-18 11:40:00,100,0.0,,,17.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.91806,-84.91306
132235,CCGS LIMNOS,LAKE SUPERIOR,25,2005-10-10 20:03:00,100,0.0,0.0,,14.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.91806,-84.91222
543,CCGS LIMNOS,LAKE SUPERIOR,33,2011-08-05 01:08:00,100,0.0,0.0,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.91806,-84.91194
73634,CCGS LIMNOS,LAKE SUPERIOR,7,2019-09-06 00:00:00,100,0.0,,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.91833,-84.91389
29276,CCGS LIMNOS,LAKE SUPERIOR,4,2019-05-22 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.91833,-84.91333
256115,CCGS LIMNOS,LAKE SUPERIOR,5,2008-05-07 13:44:00,100,0.0,0.0,,1.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.91833,-84.91306
49502,CCGS LIMNOS,LAKE SUPERIOR,6,2003-05-17 03:28:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.91833,-84.91278
277357,CCGS LIMNOS,LAKE SUPERIOR,39,2016-06-01 02:23:00,100,0.0,,,3.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.91833,-84.91278
283836,CCGS LIMNOS,LAKE SUPERIOR,69,2016-08-15 10:54:00,100,0.0,,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.91861,-84.91333
181453,CCGS LIMNOS,LAKE SUPERIOR,4,2005-08-08 14:51:00,100,0.0,0.0,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.91944,-84.91083
237573,CCGS LIMNOS,LAKE SUPERIOR,4,2001-05-10 19:27:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.91972,-84.91389
329375,CCGS LIMNOS,LAKE SUPERIOR,5,2019-05-23 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.92694,-85.28667
140322,CCGS LIMNOS,LAKE SUPERIOR,66,2016-08-14 23:54:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.98111,-86.61722
17491,CCGS LIMNOS,LAKE SUPERIOR,39,2008-09-23 01:26:00,100,0.0,0.0,,12.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.10444,-88.455
306872,CCGS LIMNOS,LAKE SUPERIOR,16,2016-05-28 08:44:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.1075,-88.45833
2979,CCGS LIMNOS,LAKE SUPERIOR,16,2019-09-07 00:00:00,100,0.0,,,13.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.10806,-88.4575
137442,CCGS LIMNOS,LAKE SUPERIOR,22,2016-08-06 23:58:00,100,0.0,,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.10833,-88.45722
228487,CCGS LIMNOS,LAKE SUPERIOR,15,2008-05-09 01:54:00,100,0.0,0.0,,1.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.10861,-88.45944
244120,CCGS LIMNOS,LAKE SUPERIOR,17,2003-05-18 14:25:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.10861,-88.45833
31715,CCGS LIMNOS,LAKE SUPERIOR,7,2008-09-18 00:32:00,100,0.0,0.0,,12.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.11222,-86.29972
154721,CCGS LIMNOS,LAKE SUPERIOR,7,2008-05-07 22:37:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.11222,-86.29972
116943,CCGS LIMNOS,LAKE SUPERIOR,67,2016-08-15 02:22:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.1125,-86.30111
169395,CCGS LIMNOS,LAKE SUPERIOR,24,2005-10-10 03:36:00,100,0.0,0.0,,14.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.11278,-86.30028
149562,CCGS LIMNOS,LAKE SUPERIOR,17,2005-06-01 01:54:00,100,0.0,0.0,,2.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.11306,-86.30056
330149,CCGS LIMNOS,LAKE SUPERIOR,37,2016-05-31 17:35:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.11306,-86.3
227500,CCGS LIMNOS,LAKE SUPERIOR,32,2011-08-04 17:46:00,100,0.0,0.0,,14.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.11333,-86.30083
33058,CCGS LIMNOS,LAKE SUPERIOR,8,2019-05-23 00:00:00,100,0.0,,,1.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.11333,-86.30028
21526,CCGS LIMNOS,LAKE SUPERIOR,10,2003-05-17 17:30:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.11333,-86.29972
142431,CCGS LIMNOS,LAKE SUPERIOR,8,2019-09-06 00:00:00,100,0.0,,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.11333,-86.29917
155741,CCGS LIMNOS,LAKE SUPERIOR,43,2013-05-20 21:38:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.11361,-86.30111
209486,CCGS LIMNOS,LAKE SUPERIOR,12,2005-08-11 17:21:00,100,0.0,0.0,,16.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.11361,-86.29944
117724,CCGS LIMNOS,LAKE SUPERIOR,6,2011-05-12 06:11:00,100,0.0,0.0,,3.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.11389,-86.3
190626,CCGS LIMNOS,LAKE SUPERIOR,40,2008-09-23 05:31:00,100,0.0,0.0,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.14417,-87.70389
135078,CCGS LIMNOS,LAKE SUPERIOR,15,2016-05-28 04:28:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.14444,-87.70417
148811,CCGS LIMNOS,LAKE SUPERIOR,11,2011-05-13 00:52:00,100,0.0,0.0,,5.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.14444,-87.70361
18998,CCGS LIMNOS,LAKE SUPERIOR,12,2019-05-24 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.14444,-87.70333
32410,CCGS LIMNOS,LAKE SUPERIOR,53,2016-08-13 13:19:00,100,0.0,,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.14444,-87.70306
273309,CCGS LIMNOS,LAKE SUPERIOR,11,2001-05-11 21:36:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.145,-87.70333
139785,CCGS LIMNOS,LAKE SUPERIOR,19,2005-10-07 22:29:00,100,0.0,0.0,,10.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.145,-87.70278
274688,CCGS LIMNOS,LAKE SUPERIOR,13,2005-05-30 23:05:00,100,0.0,0.0,,2.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.14528,-87.70389
237512,CCGS LIMNOS,LAKE SUPERIOR,26,2011-08-03 06:55:00,100,0.0,0.0,,9.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.14528,-87.70361
98971,CCGS LIMNOS,LAKE SUPERIOR,10,2019-09-06 00:00:00,100,0.0,,,13.75,TEMP,TEMPERATURE (OF WATER),DEG C,48.14528,-87.7025
233831,CCGS LIMNOS,LAKE SUPERIOR,15,2003-05-18 07:14:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.14528,-87.7025
132869,CCGS LIMNOS,LAKE SUPERIOR,12,2001-08-19 14:31:00,100,0.0,,,15.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.14556,-87.70361
116178,CCGS LIMNOS,LAKE SUPERIOR,14,2008-05-08 22:36:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.14556,-87.70333
210990,CCGS LIMNOS,LAKE SUPERIOR,23,2019-09-08 00:00:00,100,0.0,,,9.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.14944,-89.14889
228785,CCGS LIMNOS,LAKE SUPERIOR,36,2013-05-19 19:20:00,100,0.0,0.0,,1.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.14944,-89.14889
14288,CCGS LIMNOS,LAKE SUPERIOR,49,2016-08-12 23:27:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.14944,-89.14806
260680,CCGS LIMNOS,LAKE SUPERIOR,18,2008-05-09 09:53:00,100,0.0,0.0,,1.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.14972,-89.14861
176562,CCGS LIMNOS,LAKE SUPERIOR,28,2016-05-30 08:13:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.14972,-89.1475
290642,CCGS LIMNOS,LAKE SUPERIOR,16,2008-09-20 06:31:00,100,0.0,0.0,,10.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.15,-89.14917
132415,CCGS LIMNOS,LAKE SUPERIOR,14,2019-05-24 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.15,-89.14694
300860,CCGS LIMNOS,LAKE SUPERIOR,13,2005-08-12 02:43:00,100,0.0,0.0,,16.799999,TEMP,TEMPERATURE (OF WATER),DEG C,48.15028,-87.70472
278919,CCGS LIMNOS,LAKE SUPERIOR,50,2016-08-13 00:55:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.15222,-89.02361
282245,CCGS LIMNOS,LAKE SUPERIOR,17,2005-08-13 11:48:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.155,-89.02306
272132,CCGS LIMNOS,LAKE SUPERIOR,8,2001-05-11 12:00:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.21722,-87.01528
316129,CCGS LIMNOS,LAKE SUPERIOR,8,2008-09-18 04:53:00,100,0.0,0.0,,13.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.21778,-87.01667
206528,CCGS LIMNOS,LAKE SUPERIOR,9,2001-08-19 04:02:00,100,0.0,,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.21806,-87.01611
292312,CCGS LIMNOS,LAKE SUPERIOR,36,2016-05-31 13:56:00,100,0.0,,,3.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.21833,-87.01694
22198,CCGS LIMNOS,LAKE SUPERIOR,10,2019-05-23 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.21833,-87.01611
123069,CCGS LIMNOS,LAKE SUPERIOR,9,2019-09-06 00:00:00,100,0.0,,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.21833,-87.01583
118869,CCGS LIMNOS,LAKE SUPERIOR,63,2016-08-14 16:50:00,100,0.0,,,15.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.21861,-87.01639
163558,CCGS LIMNOS,LAKE SUPERIOR,11,2003-05-17 20:51:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.21917,-87.01611
249464,CCGS LIMNOS,LAKE SUPERIOR,8,2008-05-08 02:05:00,100,0.0,0.0,,1.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.22,-87.01667
155271,CCGS LIMNOS,LAKE SUPERIOR,29,2019-05-26 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.23306,-86.15083
55621,CCGS LIMNOS,LAKE SUPERIOR,15,2011-05-15 12:19:00,100,0.0,0.0,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.25222,-89.18111
250775,CCGS LIMNOS,LAKE SUPERIOR,51,2016-08-13 03:20:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.2525,-89.18
36440,CCGS LIMNOS,LAKE SUPERIOR,37,2013-05-19 20:46:00,100,0.0,0.0,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.25278,-89.17972
7618,CCGS LIMNOS,LAKE SUPERIOR,14,2005-10-02 22:29:00,100,0.0,0.0,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.25278,-89.17944
105496,CCGS LIMNOS,LAKE SUPERIOR,24,2019-09-08 00:00:00,100,0.0,,,12.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.25306,-89.18
5448,CCGS LIMNOS,LAKE SUPERIOR,20,2005-06-02 00:15:00,100,0.0,0.0,,8.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.25306,-89.17944
68194,CCGS LIMNOS,LAKE SUPERIOR,18,2005-08-13 23:20:00,100,0.0,0.0,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.25333,-89.18028
118162,CCGS LIMNOS,LAKE SUPERIOR,17,2008-05-09 08:00:00,100,0.0,0.0,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.25333,-89.18
324020,CCGS LIMNOS,LAKE SUPERIOR,14,2001-05-12 10:15:00,100,0.0,,,3.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.25333,-89.17972
235280,CCGS LIMNOS,LAKE SUPERIOR,29,2016-05-30 09:54:00,100,0.0,,,7.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.25333,-89.17944
34125,CCGS LIMNOS,LAKE SUPERIOR,24,2011-08-01 13:08:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.25333,-89.17917
78774,CCGS LIMNOS,LAKE SUPERIOR,15,2008-09-19 05:29:00,100,0.0,0.0,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.25361,-89.17944
218906,CCGS LIMNOS,LAKE SUPERIOR,15,2001-08-20 03:32:00,100,0.0,,,16.799999,TEMP,TEMPERATURE (OF WATER),DEG C,48.25389,-89.18056
38199,CCGS LIMNOS,LAKE SUPERIOR,18,2003-05-18 19:02:00,100,0.0,,,7.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.25389,-89.18
169867,CCGS LIMNOS,LAKE SUPERIOR,15,2019-05-24 00:00:00,100,0.0,,,4.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.26028,-89.17
305826,CCGS LIMNOS,LAKE SUPERIOR,13,2019-05-24 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.2825,-88.59722
203327,CCGS LIMNOS,LAKE SUPERIOR,18,2019-05-25 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.28972,-88.83167
19556,CCGS LIMNOS,LAKE SUPERIOR,17,2019-05-25 00:00:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.30194,-88.95056
234448,CCGS LIMNOS,LAKE SUPERIOR,20,2005-10-09 03:24:00,100,0.0,0.0,,12.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.32167,-89.04028
137042,CCGS LIMNOS,LAKE SUPERIOR,19,2019-05-25 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.32972,-88.63444
116371,CCGS LIMNOS,LAKE SUPERIOR,54,2016-08-13 17:29:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.34583,-87.93556
270104,CCGS LIMNOS,LAKE SUPERIOR,55,2016-08-13 19:32:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.34694,-88.21028
223249,CCGS LIMNOS,LAKE SUPERIOR,38,2013-05-20 02:38:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.41583,-88.93333
56569,CCGS LIMNOS,LAKE SUPERIOR,14,2011-05-13 23:24:00,100,0.0,0.0,,2.7,TEMP,TEMPERATURE (OF WATER),DEG C,48.41611,-88.93444
76932,CCGS LIMNOS,LAKE SUPERIOR,16,2019-05-24 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41639,-88.93444
171716,CCGS LIMNOS,LAKE SUPERIOR,14,2008-09-19 03:26:00,100,0.0,0.0,,13.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.41639,-88.93389
300802,CCGS LIMNOS,LAKE SUPERIOR,25,2019-09-08 00:00:00,100,0.0,,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41639,-88.93389
186073,CCGS LIMNOS,LAKE SUPERIOR,25,2011-08-01 16:39:00,100,0.0,0.0,,17.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.41639,-88.93333
299467,CCGS LIMNOS,LAKE SUPERIOR,52,2016-08-13 05:57:00,100,0.0,,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41639,-88.93306
261750,CCGS LIMNOS,LAKE SUPERIOR,30,2016-05-30 12:06:00,100,0.0,,,7.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41667,-88.93333
14186,CCGS LIMNOS,LAKE SUPERIOR,19,2005-06-01 21:44:00,100,0.0,0.0,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41694,-88.93194
290493,CCGS LIMNOS,LAKE SUPERIOR,16,2008-05-09 06:16:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.41722,-88.93306
238029,CCGS LIMNOS,LAKE SUPERIOR,22,2005-10-09 18:51:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43667,-87.25361
197215,CCGS LIMNOS,LAKE SUPERIOR,12,2011-05-13 11:06:00,100,0.0,0.0,,5.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43778,-87.25417
89881,CCGS LIMNOS,LAKE SUPERIOR,11,2019-05-23 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43778,-87.25306
2892,CCGS LIMNOS,LAKE SUPERIOR,10,2001-05-11 18:40:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.43778,-87.2525
284579,CCGS LIMNOS,LAKE SUPERIOR,14,2005-05-31 10:17:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.43806,-87.25333
305336,CCGS LIMNOS,LAKE SUPERIOR,11,2001-08-19 11:38:00,100,0.0,,,15.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.43806,-87.25306
304330,CCGS LIMNOS,LAKE SUPERIOR,27,2011-08-03 21:08:00,100,0.0,0.0,,13.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.43833,-87.25361
197460,CCGS LIMNOS,LAKE SUPERIOR,9,2008-05-08 04:08:00,100,0.0,0.0,,1.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.43833,-87.25333
162248,CCGS LIMNOS,LAKE SUPERIOR,11,2019-09-07 00:00:00,100,0.0,,,13.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43833,-87.25306
254990,CCGS LIMNOS,LAKE SUPERIOR,35,2016-05-31 11:41:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43833,-87.25306
82485,CCGS LIMNOS,LAKE SUPERIOR,14,2003-05-18 04:29:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43833,-87.25278
134070,CCGS LIMNOS,LAKE SUPERIOR,14,2005-08-12 13:10:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.43861,-87.25389
44165,CCGS LIMNOS,LAKE SUPERIOR,9,2008-09-18 07:30:00,100,0.0,0.0,,13.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.43861,-87.25333
265769,CCGS LIMNOS,LAKE SUPERIOR,62,2016-08-14 14:04:00,100,0.0,,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.43861,-87.2525
240865,CCGS LIMNOS,LAKE SUPERIOR,61,2016-08-14 11:11:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.44028,-86.72972
33964,CCGS LIMNOS,LAKE SUPERIOR,20,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.45806,-88.0075
287697,CCGS LIMNOS,LAKE SUPERIOR,28,2019-05-26 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.56889,-86.34639
218627,CCGS LIMNOS,LAKE SUPERIOR,21,2005-10-09 08:09:00,100,0.0,0.0,,11.8,TEMP,TEMPERATURE (OF WATER),DEG C,48.57333,-88.11306
114712,CCGS LIMNOS,LAKE SUPERIOR,39,2013-05-20 08:40:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57361,-88.11583
139897,CCGS LIMNOS,LAKE SUPERIOR,21,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57389,-88.11722
185967,CCGS LIMNOS,LAKE SUPERIOR,31,2016-05-30 23:38:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57389,-88.11556
190255,CCGS LIMNOS,LAKE SUPERIOR,16,2003-05-18 11:05:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57444,-88.11694
140402,CCGS LIMNOS,LAKE SUPERIOR,56,2016-08-13 22:01:00,100,0.0,,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57472,-88.11694
175620,CCGS LIMNOS,LAKE SUPERIOR,13,2008-09-18 21:33:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.57472,-88.11639
298961,CCGS LIMNOS,LAKE SUPERIOR,28,2011-08-04 02:46:00,100,0.0,0.0,,16.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.57472,-88.11611
43944,CCGS LIMNOS,LAKE SUPERIOR,13,2008-05-08 18:30:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.575,-88.11694
260686,CCGS LIMNOS,LAKE SUPERIOR,18,2005-06-01 15:39:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.575,-88.11667
56175,CCGS LIMNOS,LAKE SUPERIOR,13,2011-05-13 15:32:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.575,-88.11583
217198,CCGS LIMNOS,LAKE SUPERIOR,15,2019-09-07 00:00:00,100,0.0,,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.57556,-88.11667
238409,CCGS LIMNOS,LAKE SUPERIOR,16,2005-08-13 00:54:00,100,0.0,0.0,,17.299999,TEMP,TEMPERATURE (OF WATER),DEG C,48.58111,-88.11
324031,CCGS LIMNOS,LAKE SUPERIOR,42,2013-05-20 17:56:00,100,0.0,0.0,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.5825,-86.56611
133868,CCGS LIMNOS,LAKE SUPERIOR,60,2016-08-14 09:12:00,100,0.0,,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.58278,-86.56556
7066,CCGS LIMNOS,LAKE SUPERIOR,34,2016-05-31 08:15:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.58278,-86.56528
277107,CCGS LIMNOS,LAKE SUPERIOR,12,2003-05-17 23:43:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.58306,-86.565
88934,CCGS LIMNOS,LAKE SUPERIOR,7,2011-05-12 09:33:00,100,0.0,0.0,,4.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.58333,-86.56556
25011,CCGS LIMNOS,LAKE SUPERIOR,10,2008-09-18 11:13:00,100,0.0,0.0,,14.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.58333,-86.565
80906,CCGS LIMNOS,LAKE SUPERIOR,10,2008-05-08 07:35:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.58333,-86.565
157209,CCGS LIMNOS,LAKE SUPERIOR,12,2019-09-07 00:00:00,100,0.0,,,15.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.58333,-86.56472
162590,CCGS LIMNOS,LAKE SUPERIOR,26,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.58333,-86.56472
225869,CCGS LIMNOS,LAKE SUPERIOR,31,2011-08-04 13:45:00,100,0.0,0.0,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.58361,-86.565
